企业名称,经营状态,信用代码,省份,城市,区域,城市基建,能源,交通,水利,工业服务,施工,设计/EPC,投资,其他,EPC,已清洗
湖南山景园林有限公司,存续,91430723MA4RTR115R,湖南省,常德,澧县,传统施工,,,,,施工,,,,,#N/A
湖南山岚园林工程有限公司,存续,91430105MACXDM1H5K,湖南省,长沙,开福,传统施工,,,,,施工,,,,,#N/A
湖南山林矿业有限责任公司,存续,91430422MA4RMEB58U,湖南省,衡阳,衡南,,,,,,,,公投,,,#N/A
湖南山峦建筑工程有限公司,存续,91430121MA4RAPM520,湖南省,岳阳,岳阳楼,传统施工,,,,,施工,,,,,#N/A
湖南山水环境治理有限公司,存续,91430124591046069N,湖南省,长沙,岳麓,环境环保,,,,,,,社投,,,#N/A
湖南山水汇园林建设工程有限公司,存续,91430104MA4REFRP2T,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南山水节能科技股份有限公司,存续,914301007347896455,湖南省,长沙,岳麓,,,,水利,工业服务,,,,,装备EPC,#N/A
湖南山水林田生态环境科技有限公司,存续,91430112MACYKWQ95M,湖南省,长沙,望城,环境环保,,,,,,,社投,,,#N/A
湖南山水园林建设集团有限公司,存续,91430000186241725G,湖南省,长沙,岳麓,,,,,,施工,,,,,91430000186241725G
湖南山水园林景观工程有限公司,存续,914302817367977375,湖南省,株洲,醴陵,传统施工,,,,,施工,,,,,#N/A
湖南山涛建设有限公司,存续,91430111MA4R0QUHXC,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南山奚建筑工程有限公司,存续,91430100MA4L7BCP27,湖南省,怀化,沅陵,传统施工,,,,,施工,,,,,#N/A
湖南山元建设工程有限公司,存续,91430300MA4Q5LEP65,湖南省,湘潭,岳塘,传统施工,,,,,施工,,,,,#N/A
湖南山园建设有限公司,存续,91430100MA4L6QNM37,湖南省,长沙,宁乡,传统施工,,,,,施工,,,,,#N/A
湖南杉峰园林景观工程有限公司,存续,91430900MA4R7TC022,湖南省,益阳,赫山,传统施工,,,,,施工,,,,,#N/A
湖南杉广建设工程有限公司,存续,91430181MA4T5TCL54,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南珊瑚建筑切割加固工程有限公司,存续,91430111320704277B,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南闪电猫环境科技有限公司,存续,91430903MAE3A52U12,湖南省,益阳,赫山,环境环保,,,,,,,社投,,,#N/A
湖南闪旋建设工程有限公司,存续,91430104MA4RQRU213,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南闪银建筑工程有限公司,存续,91430121MA4RCJ9DX3,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,#N/A
湖南汕通建设有限公司,存续,91430100MA4L72T523,湖南省,长沙,天心,传统施工,,,,,施工,,,,,#N/A
湖南善达文建筑劳务有限公司,存续,91430103MA4L5JR556,湖南省,长沙,天心,传统施工,,,,,施工,,,,,#N/A
湖南善德红建设工程有限公司,存续,91430700MA4PBME658,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
湖南善卷建筑设计有限公司,存续,91430703446449929G,湖南省,常德,鼎城,传统施工,,,,,,设计,,,,#N/A
湖南善尚建设工程有限公司,存续,91430104MA4P8ELX2R,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南善天建筑工程有限公司,存续,91430105MA4RK7J40L,湖南省,长沙,开福,传统施工,,,,,施工,,,,,#N/A
湖南善做建设工程有限公司,存续,914331015743325578,湖南省,湘西,吉首,,,,,,施工,,,,,#N/A
湖南商祠科技有限公司,存续,91430100MA4RGYMB9F,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南商海建设有限公司,存续,91430100MA4Q3WL137,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,#N/A
湖南赏花阁园林景观有限公司,存续,91430112MA7AML6C2C,湖南省,长沙,望城,传统施工,,,,,施工,,,,,#N/A
湖南赏苗悦圃园林绿化有限公司,存续,91430181MA4R70AX0K,湖南省,长沙,浏阳,传统施工,,,,,施工,,,,,#N/A
湖南上邦建筑装饰工程有限公司,存续,91430300MA7B8T6C99,湖南省,湘潭,岳塘,传统施工,,,,,施工,,,,,#N/A
湖南上方建设有限公司,存续,9143012209986414XR,湖南省,长沙,望城,传统施工,,,,,施工,,,,,#N/A
湖南上古建设有限公司,存续,91430500MA7AUA9D30,湖南省,邵阳,双清,传统施工,,,,,施工,,,,,#N/A
湖南上和建设工程有限公司,存续,9143010039430126XP,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,#N/A
湖南上恒建筑工程有限公司,存续,91430300MA4R7AU641,湖南省,湘潭,岳塘,传统施工,,,,,施工,,,,,#N/A
湖南上井水电工程建设有限责任公司,存续,91431129MA4LUPEG5K,湖南省,永州,江华,传统施工,,,,,施工,,,,,91431129MA4LUPEG5K
湖南上领建设工程有限公司,存续,91430102MA4RNJYM2U,湖南省,长沙,天心,传统施工,,,,,施工,,,,,#N/A
湖南上品润家建设有限公司,存续,91430104MA4RCN4H1D,湖南省,湘潭,岳塘,传统施工,,,,,施工,,,,,#N/A
湖南上善建设开发有限公司,存续,91431000320704058A,湖南省,郴州,北湖,,,,水利,,施工,,,,,#N/A
湖南上通通信工程有限公司,存续,91430105MA4PELRE7E,湖南省,长沙,开福,传统施工,,,,,施工,,,,,#N/A
湖南上行园林绿化工程有限公司,存续,91430202MAC0Q6TYX1,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,#N/A
湖南上垚建设有限公司,存续,91430104MA4T5C1E1D,湖南省,湘西,吉首,传统施工,,,,,施工,,,,,#N/A
湖南上臻建筑有限公司,存续,91430300MA4QQ69P8W,湖南省,娄底,娄星,传统施工,,,,,施工,,,,,#N/A
湖南上植园林绿化工程有限公司,存续,91430104MAC7G8119H,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南尚诚园林建筑工程有限公司,存续,91430121MA4QH5E465,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,#N/A
湖南尚驰装饰设计工程有限公司,存续,91430111MA4L749G04,湖南省,长沙,雨花,传统施工,,,,,,设计,,,,#N/A
湖南尚鼎建筑工程有限公司,存续,91430104MA4RCD675R,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南尚东建设有限公司,存续,91430111MA7DD9NT0B,湖南省,永州,蓝山,传统施工,,,,,施工,,,,,#N/A
湖南尚尔瑞新能源科技有限责任公司,存续,91431202MADMLHWC3J,湖南省,长沙,开福,,,,,,,,社投,,,#N/A
湖南尚锋劳务有限公司,存续,91430700MA4R56ER2W,湖南省,常德,武陵,环境环保,,,,,,,社投,,,#N/A
湖南尚海装饰工程设计有限公司,存续,91430112MA4RAXN269,湖南省,长沙,望城,传统施工,,,,,,设计,,,,#N/A
湖南尚桦景观工程有限公司,存续,91430103096873278Y,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南尚潢装饰工程有限公司,存续,91430105MA4RUWY06W,湖南省,长沙,开福,传统施工,,,,,施工,,,,,#N/A
湖南尚佳建筑工程有限公司,存续,91430424730509490U,湖南省,衡阳,衡东,传统施工,,,,,施工,,,,,#N/A
湖南尚洁生态环境科技有限公司,存续,91430181MAD1D5U821,湖南省,长沙,浏阳,环境环保,,,,,,,社投,,,#N/A
湖南尚景市政工程建设有限公司,存续,91430103MA4R0U3MXB,湖南省,长沙,天心,传统施工,,,,,施工,,,,,#N/A
湖南尚坤园林建筑有限公司,存续,91430100MA4RYX290T,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南尚美环境治理有限公司,存续,91431000MA7ADM6LXC,湖南省,郴州,苏仙,环境环保,,,,,,,社投,,,#N/A
湖南尚美园林景观工程有限公司,存续,91430124MA4Q9GJ36P,湖南省,长沙,宁乡,传统施工,,,,,施工,,,,,#N/A
湖南尚甯建筑劳务有限公司,存续,91430105MA4R36HK3L,湖南省,长沙,开福,传统施工,,,,,施工,,,,,#N/A
湖南尚品园林景观工程有限公司,存续,91430203MA4QLRMM69,湖南省,株洲,芦淞,传统施工,,,,,施工,,,,,#N/A
湖南尚乾园林景观有限公司,存续,91430124MA7CH90K1H,湖南省,长沙,宁乡,传统施工,,,,,施工,,,,,#N/A
湖南尚森建设有限公司,存续,91430400MA4T7CA3X1,湖南省,衡阳,石鼓,传统施工,,,,,施工,,,,,91430400MA4T7CA3X1
湖南尚上市政建设开发有限公司,存续,914300001838080523,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,914300001838080523
湖南尚世建筑有限公司,存续,91430103696216386B,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,91430103696216386B
湖南尚泰工程有限公司,存续,91430400MA4QMH741M,湖南省,衡阳,珠晖,传统施工,,,,,施工,,,,,#N/A
湖南尚万艺园林景观工程有限公司,存续,91430181MABX0FN042,湖南省,长沙,浏阳,传统施工,,,,,施工,,,,,#N/A
湖南尚为建筑工程有限公司,存续,91430104MA4T6A4D2R,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南尚熙建设工程有限公司,存续,91430105MA7J4ABH5U,湖南省,长沙,开福,传统施工,,,,,施工,,,,,#N/A
湖南尚玺建设有限公司,存续,91430600MA4L2FU579,湖南省,岳阳,湘阴,传统施工,,,,,施工,,,,,#N/A
湖南尚贤建筑工程有限公司,存续,91430700MACDPWHB2C,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
湖南尚信建设工程有限公司,存续,91430400MA4L3PK3X5,湖南省,衡阳,蒸湘,传统施工,,,,,施工,,,,,#N/A
湖南尚轩装饰工程有限公司,存续,91430102MA4PC9L86E,湖南省,长沙,芙蓉,传统施工,,,,,施工,,,,,#N/A
湖南尚学电力建设有限公司,存续,91430922MACDL7QT7A,湖南省,益阳,桃江,,,,,,施工,,,,,#N/A
湖南尚阳建设工程有限公司,存续,91430281MA4P7Q3H49,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南尚阳新能源有限公司,存续,91430181MADCABG836,湖南省,长沙,浏阳,,,,,,,,社投,,,#N/A
湖南尚业工程建设有限公司,存续,91430200MA4PB6572N,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
湖南尚益工程建设有限公司,存续,91430100MA4QA8FW16,湖南省,长沙,宁乡,,,,,,施工,,,,,91430100MA4QA8FW16
湖南尚映园林建设工程有限公司,存续,91430111MA7AMW911A,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南尚佑祥建设工程有限公司,存续,91430100MA4TG27405,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,#N/A
湖南尚宇建筑劳务有限公司,存续,91430121338377497D,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,#N/A
湖南尚筑建设工程有限公司,存续,91430100MA4PC36338,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,91430100MA4PC36338
湖南韶光体育工程有限公司,存续,914301027072144081,湖南省,长沙,芙蓉,传统施工,,,,,施工,,,,,#N/A
湖南韶华新能源有限公司,存续,91430302MA4R43LQ52,湖南省,湘潭,岳塘,城市供热,,,,,,,社投,,,#N/A
湖南韶松建筑工程有限公司,存续,91430412MA4T4JYB0H,湖南省,衡阳,衡阳,传统施工,,,,,施工,,,,,91430412MA4T4JYB0H
湖南韶韵园林绿化工程有限公司,存续,91430102MA4QA6W61P,湖南省,长沙,芙蓉,传统施工,,,,,施工,,,,,#N/A
湖南少立建设有限公司,存续,91430104MA7FNN1WXL,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南少清装饰工程有限公司,存续,91430121MA4RNWRP8W,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,#N/A
湖南邵普建设工程有限公司,存续,91430104MA7LD6G75D,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南邵水建筑工程有限责任公司,存续,91430102MA4R71L89C,湖南省,长沙,天心,传统施工,,,,,施工,,,,,#N/A
湖南邵鑫建筑工程有限公司,存续,91430502MACGN2NY9Q,湖南省,邵阳,双清,传统施工,,,,,施工,,,,,#N/A
湖南邵阳经济开发区开发总公司,存续,91430511185538201R,湖南省,邵阳,北塔,传统施工,,,,,,,社投,,,#N/A
湖南邵阳绿色装配式建筑科技有限公司,存续,91430523MA4RY7NP47,湖南省,邵阳,邵阳,传统施工,,,,,施工,,,,,#N/A
湖南邵禹水利工程有限公司,存续,91430000090456078R,湖南省,邵阳,新邵,传统施工,,,,,施工,,,,,91430000090456078R
湖南邵泽建设有限公司,存续,91430500MA7AUAAF61,湖南省,湘潭,湘潭,传统施工,,,,,施工,,,,,#N/A
湖南邵州建设工程有限公司,存续,91430503MA4PD6661J,湖南省,邵阳,大祥,传统施工,,,,,施工,,,,,91430503MA4PD6661J
湖南绍峰市政园林工程有限公司,存续,91430181MA4LKKU32Q,湖南省,长沙,浏阳,传统施工,,,,,施工,,,,,#N/A
湖南申发建设有限公司,存续,91430181MA4T3XEC4A,湖南省,长沙,宁乡,传统施工,,,,,施工,,,,,#N/A
湖南申帆环境科技有限公司,存续,91430181MA7MF79J3L,湖南省,长沙,浏阳,环境环保,,,,,,,社投,,,#N/A
湖南申恒环境治理有限公司,存续,91430400MA4M4B5K13,湖南省,衡阳,蒸湘,环境环保,,,,,,,社投,,,#N/A
湖南申龙电力勘测设计有限公司,存续,91430702MA4LPTDB1H,湖南省,常德,武陵,,,,,,,设计,,,,#N/A
湖南申龙门窗幕墙有限公司,存续,91430121768005976U,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,#N/A
湖南申南建设工程有限公司,存续,91430112MA4QBPK464,湖南省,长沙,望城,传统施工,,,,,施工,,,,,#N/A
湖南申田电力工程有限公司,存续,91430300MA4T4L5YXX,湖南省,长沙,望城,传统施工,,,,,施工,,,,,#N/A
湖南申湘建筑工程有限公司,存续,91430822MA4PKKM94G,湖南省,张家界,桑植,传统施工,,,,,施工,,,,,#N/A
湖南申晓建设工程有限公司,存续,91430104MA4R5T7F26,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
湖南申鑫能源科技有限公司,存续,91430703MA4L4YN71Q,湖南省,常德,鼎城,城市供热,,,,,,,社投,,,#N/A
湖南申一建筑工程有限公司,存续,91430104MA7BBRCL1A,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南申亿精密零部件股份有限公司,存续,914301116639585860,湖南省,长沙,雨花,,,,,工业服务,,,社投,,,#N/A
湖南申越建设工程有限公司,存续,914302240944639539,湖南省,株洲,炎陵,传统施工,,,,,施工,,,,,#N/A
湖南屾森园林景观有限公司,存续,91431300MABUUGYN6U,湖南省,娄底,娄星,传统施工,,,,,施工,,,,,#N/A
湖南深博建设工程有限公司,存续,91430111MA4R55130X,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南深城园林景观建设有限公司,存续,91430105MA4TF1EG52,湖南省,长沙,开福,传统施工,,,,,施工,,,,,#N/A
湖南深创建设工程有限公司,存续,91430104MA4QY6FR6Q,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,#N/A
湖南深电能售电有限公司,存续,91430111MA4LKF2573,湖南省,株洲,天元,,,,,,,,社投,,,#N/A
湖南深度防水防腐保温工程有限公司,存续,91430102MA4L10F98B,湖南省,长沙,芙蓉,传统施工,,,,,施工,,,,,#N/A
湖南深景园林绿化工程有限公司,存续,91430103MA4R1DUC9Y,湖南省,长沙,天心,传统施工,,,,,施工,,,,,#N/A
湖南深美建设工程有限公司,存续,91430111MA4PX2PJ7Y,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南燊超信息技术有限责任公司,存续,91430121MA4PP2E836,湖南省,长沙,开福,传统施工,,,,,施工,,,,,#N/A
湖南燊林园林景观工程有限责任公司,存续,91430104MA4QXCQY4E,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南燊耀炽建筑工程有限公司,存续,91430103MA7KRKJP53,湖南省,长沙,天心,传统施工,,,,,施工,,,,,#N/A
湖南神达建筑工程有限公司,存续,91430523MA4LFJWU62,湖南省,邵阳,邵阳,传统施工,,,,,施工,,,,,91430523MA4LFJWU62
湖南神汉建设工程有限公司,存续,91430121MA7ADXFL7B,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,#N/A
湖南神匠古建园林工程有限公司,存续,9143010568954949XB,湖南省,长沙,开福,传统施工,,,,,施工,,,,,#N/A
湖南神骏建设工程有限公司,存续,91430100MA4RBA7G15,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
湖南神立建筑安装有限公司,存续,91431200MA4T73XA97,湖南省,株洲,芦淞,传统施工,,,,,施工,,,,,#N/A
湖南神龙矿业有限公司,存续,91430426780858808G,湖南省,衡阳,祁东,,,,,,,,公投,,,#N/A
湖南神马建设有限公司,存续,91431100MA4L5UPNXQ,湖南省,株洲,醴陵,,,,,,施工,,,,,#N/A
湖南神农生态园林有限公司,存续,91430200MA4RFD3647,湖南省,株洲,芦淞,传统施工,,,,,施工,,,,,#N/A
湖南神农溪工程建设有限公司,存续,91430100760738606K,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,91430100760738606K
湖南神舟防水有限公司,存续,9143028175338570X7,湖南省,株洲,醴陵,传统施工,,,,,施工,,,,,#N/A
湖南神洲建设工程有限公司,存续,91430111MA4M54HU6J,湖南省,长沙,天心,传统施工,,,,,施工,,,,,#N/A
湖南沈泓敬创建设工程有限公司,存续,91430281MA4RL9964D,湖南省,株洲,醴陵,传统施工,,,,,施工,,,,,#N/A
湖南升辰实业有限公司,存续,91430104MA4P9B8G8W,湖南省,长沙,望城,传统施工,,,,,施工,,,,,#N/A
湖南升发园林绿化有限公司,存续,91430203MA4PQ57H6H,湖南省,株洲,芦淞,传统施工,,,,,施工,,,,,#N/A
湖南升华电梯有限公司,存续,914301117406307960,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南升汇基础工程有限公司,存续,914303003205833997,湖南省,湘潭,岳塘,传统施工,,,,,施工,,,,,#N/A
湖南升隆园林建设有限公司,存续,91430181661657325C,湖南省,长沙,浏阳,传统施工,,,,,施工,,,,,91430181661657325C
湖南升森建设工程有限公司,存续,91431003MA4RNDUL2B,湖南省,郴州,苏仙,传统施工,,,,,施工,,,,,#N/A
湖南升扬建筑装饰工程有限公司,存续,914301115530074137,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,#N/A
湖南生基河湖治理工程建筑有限公司,存续,91430981MAC29GN854,湖南省,益阳,沅江,,,,水利,,施工,,,,,#N/A
湖南生金园林绿化工程有限公司,存续,91430112MACNDWPQXN,湖南省,长沙,望城,传统施工,,,,,施工,,,,,#N/A
湖南生利建设有限公司,存续,9143010009048647XX,湖南省,郴州,北湖,传统施工,,,,,施工,,,,,9143010009048647XX
湖南生源建设工程有限公司,存续,91430121MA4T596P5D,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南昇安建设工程有限公司,存续,91430103MA7HF4Q46M,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南昇东建设工程有限公司,存续,91430111MA4M4B7C9E,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南昇格建筑工程有限公司,存续,91430105MA4T7WDY76,湖南省,长沙,开福,传统施工,,,,,施工,,,,,#N/A
湖南省艾宁建筑装饰工程有限公司,存续,91430105MA4TC54H4W,湖南省,长沙,开福,传统施工,,,,,施工,,,,,#N/A
湖南省爱智环境科技有限公司,存续,91430100MA4QYEMX1F,湖南省,长沙,雨花,环境环保,,,,,,,社投,,,#N/A
湖南省安达公路桥梁基建有限责任公司,存续,914306245954541076,湖南省,岳阳,湘阴,,,,,,施工,,,,,#N/A
湖南省安达新能源科技有限公司,存续,91430181MACG6GD10X,湖南省,娄底,娄星,,,,,,,,社投,,,#N/A
湖南省安宏建设发展有限公司,存续,91430903MA4PG606X3,湖南省,益阳,赫山,传统施工,,,,,施工,,,,,#N/A
湖南省安华电力工程股份有限公司,存续,91430000183806663T,湖南省,长沙,天心,传统施工,,,,,施工,,,,,#N/A
湖南省安化县交通工程公司,存续,91430923750619283J,湖南省,益阳,安化,,,,,,施工,,,,,#N/A
湖南省安客工程集团有限公司,存续,91430100MA4PPM3U8N,湖南省,长沙,芙蓉,传统施工,,,,,施工,,,,,#N/A
湖南省安澜装饰工程有限公司,存续,91430112MA4PHPY8XR,湖南省,长沙,望城,传统施工,,,,,施工,,,,,#N/A
湖南省安展幕墙装饰有限公司,存续,91430104MA7D746L0K,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,#N/A
湖南省奥赢建筑劳务有限责任公司,存续,91430112MA4R99M96J,湖南省,长沙,望城,传统施工,,,,,施工,,,,,#N/A
湖南省八百米建筑工程有限公司,存续,91430102MAD1WPU64X,湖南省,长沙,芙蓉,传统施工,,,,,施工,,,,,#N/A
湖南省八方建设工程有限公司,存续,91431103099486900Q,湖南省,永州,冷水滩,传统施工,,,,,施工,,,,,#N/A
湖南省八环建筑工程有限公司,存续,9143000061680156XE,湖南省,长沙,天心,传统施工,,,,,施工,,,,,#N/A
湖南省八五基础工程有限公司,存续,91430822MA4QJP9R81,湖南省,张家界,桑植,传统施工,,,,,施工,,,,,#N/A
湖南省白箬建设有限公司,存续,91430000320595648N,湖南省,长沙,望城,传统施工,,,,,施工,,,,,#N/A
湖南省白沙新能源发展有限公司,存续,91430481734784502P,湖南省,长沙,天心,,,,,,施工,,,,,#N/A
湖南省白银注浆防水工程有限公司,存续,91430600MA4QYNKM3M,湖南省,岳阳,岳阳楼,传统施工,,,,,施工,,,,,#N/A
湖南省百博园林有限公司,存续,91430223MA4RY50G9L,湖南省,株洲,攸县,传统施工,,,,,施工,,,,,#N/A
湖南省百川电力建设有限公司,存续,914301110516653367,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南省百进建设有限公司,存续,91430104MA4T3K2E9Y,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南省百嵘新能源有限公司,存续,91430527MA4Q7MF79Q,湖南省,邵阳,绥宁,城市供热,,,,,,,社投,,,#N/A
湖南省百咏建筑工程有限公司,存续,91431026MA4T9HP807,湖南省,郴州,苏仙,传统施工,,,,,施工,,,,,#N/A
湖南省邦达工程有限公司,存续,91430600MA4L1UMD7E,湖南省,岳阳,平江,传统施工,,,,,施工,,,,,91430600MA4L1UMD7E
湖南省邦德工程技术有限公司,存续,91430102329499628Q,湖南省,长沙,芙蓉,传统施工,,,,,施工,,,,,#N/A
湖南省邦泰建筑工程有限公司,存续,91430521736776995C,湖南省,邵阳,邵阳,,,,,,施工,,,,,#N/A
湖南省宝华建设有限公司,存续,914302236874308742,湖南省,株洲,攸县,传统施工,,,,,施工,,,,,#N/A
湖南省保利光电科技有限责任公司,存续,91430600070596137L,湖南省,岳阳,岳阳楼,,,,,,施工,,,,,#N/A
湖南省保润建筑工程有限公司,存续,91430100MA4L3Y5Q7A,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南省保障性安居工程投资有限公司,存续,914300005827546889,湖南省,长沙,天心,传统施工,,,,,,,公投,,,#N/A
湖南省葆臣生态环境科技有限公司,存续,91430702MA4QBYBW25,湖南省,常德,武陵,环境环保,,,,,,,社投,,,#N/A
湖南省北斗计算机系统开发有限公司,存续,91430000616798161N,湖南省,长沙,芙蓉,传统施工,,,,,施工,,,,,#N/A
湖南省北陌园林景观有限公司,存续,91430528MAC8R0XL5K,湖南省,邵阳,新宁,传统施工,,,,,施工,,,,,#N/A
湖南省本地建设工程有限责任公司,存续,91430112MA4R4E1X50,湖南省,长沙,望城,传统施工,,,,,施工,,,,,#N/A
湖南省本骏建筑装饰有限公司,存续,91430121MA4TD7TY3F,湖南省,长沙,芙蓉,传统施工,,,,,施工,,,,,#N/A
湖南省笔匠园林景观有限公司,存续,91430723MA7K61GM5E,湖南省,常德,澧县,传统施工,,,,,施工,,,,,#N/A
湖南省标诚工程建设有限公司,存续,91430681MA4QUDP9XJ,湖南省,岳阳,汨罗,传统施工,,,,,施工,,,,,#N/A
湖南省标冠建筑工程有限公司,存续,91430121MA4TAX996A,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,#N/A
湖南省宾宾园林绿化工程有限公司,存续,91430821MA4RY15C7U,湖南省,张家界,慈利,传统施工,,,,,施工,,,,,#N/A
湖南省彬凯建筑有限公司,存续,91430103MA7F8F7K6Q,湖南省,衡阳,蒸湘,传统施工,,,,,施工,,,,,#N/A
湖南省斌腾建筑工程有限公司,存续,91431300MA4T5GA48M,湖南省,长沙,开福,传统施工,,,,,施工,,,,,#N/A
湖南省滨江建设工程有限公司,存续,91430700MA4L2H4062,湖南省,常德,鼎城,传统施工,,,,,施工,,,,,91430700MA4L2H4062
湖南省兵峰园林绿化工程有限公司,存续,91431302MA4PQ37608,湖南省,娄底,娄星,传统施工,,,,,施工,,,,,#N/A
湖南省博诚环境技术有限公司,存续,91430104394034747W,湖南省,长沙,岳麓,环境环保,,,,,,,社投,,,#N/A
湖南省博冠建设工程有限公司,存续,91430400MA4R2DXR6A,湖南省,衡阳,祁东,传统施工,,,,,施工,,,,,#N/A
湖南省博科环境工程有限公司,存续,91430408352843650C,湖南省,衡阳,蒸湘,环境环保,,,,,施工,,,,,#N/A
湖南省博泰人防设备工程有限公司,存续,91430121399695843X,湖南省,长沙,浏阳,传统施工,,,,,施工,,,,,#N/A
湖南省博涛菲诺建筑装饰设计工程有限公司,存续,91430624MA4L2YUM82,湖南省,岳阳,湘阴,传统施工,,,,,,设计,,,,#N/A
湖南省博特新型建筑材料有限公司,存续,91430111MA4L4UJT50,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南省博一工程有限公司,存续,914301213295171876,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,#N/A
湖南省博一项目管理有限公司,存续,91430121096421992Q,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,#N/A
湖南省步云工程有限公司,存续,91430111675583531J,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南省财拓建筑有限公司,存续,91431003MA4RU7Q311,湖南省,郴州,苏仙,传统施工,,,,,施工,,,,,#N/A
湖南省蔡伦工程建设有限公司,存续,91430105MACJMTCU78,湖南省,长沙,开福,环境环保,,,,,施工,,,,,#N/A
湖南省灿隆门窗装饰工程有限公司,存续,914301033385662989,湖南省,长沙,天心,传统施工,,,,,施工,,,,,#N/A
湖南省草木深园林工程有限公司,存续,91430104MA4QCJGH6H,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南省茶陵县自来水给排水安装公司,存续,91430224184608618P,湖南省,株洲,茶陵,供水(自来水）,,,,,,,社投,,,#N/A
湖南省茶业集团股份有限公司,存续,914300001837609414,湖南省,长沙,芙蓉,,,,,工业服务,,,社投,,,#N/A
湖南省昌欢电力工程有限公司,存续,91430111MACECFHD2W,湖南省,长沙,雨花,,,,,,施工,,,,,#N/A
湖南省常德市云君园林绿化有限公司,存续,91430703MA4PGW2B4T,湖南省,常德,鼎城,传统施工,,,,,施工,,,,,#N/A
湖南省常德西湖区地林草业园林绿化工程有限公司,存续,91430700MA4RQQ5DX6,湖南省,常德,汉寿,传统施工,,,,,施工,,,,,#N/A
湖南省昶亮防水工程有限公司,存续,91430211MA4QG7AG9G,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
湖南省畅境园林建筑工程有限公司,存续,91430124395556897P,湖南省,长沙,宁乡,传统施工,,,,,施工,,,,,#N/A
湖南省畅兴通信科技有限公司,存续,91431100394322677E,湖南省,永州,冷水滩,传统施工,,,,,施工,,,,,#N/A
