企业名称,经营状态,信用代码,省份,城市,区域,城市基建,能源,交通,水利,工业服务,施工,设计/EPC,投资,其他,EPC,已清洗
株洲市康隆能源科技有限公司,存续,91430202MAE0KK6Y2F,湖南省,株洲,炎陵,城市燃气,,,,,,,社投,,,#N/A
株洲市坤业煤矿有限公司,存续,91430223MAE0Q5DP58,湖南省,株洲,攸县,,煤炭,,,,,,公投,,,#N/A
株洲市丽璟园林绿化有限公司,存续,91430221MAC130JD3N,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
株洲市利航园林绿化有限公司,存续,91430221MADA3TTJ5Q,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
株洲市联顺矿业有限公司,存续,91430223089715300N,湖南省,株洲,攸县,,煤炭,,,,,,公投,,,#N/A
株洲市亮点园林工程有限公司,存续,91430211MACNAL458U,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲市龙头铺建筑工程有限责任公司,存续,91430200722583412K,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲市芦淞区湘誉供水有限公司,存续,91430203MAD0T71P99,湖南省,株洲,芦淞,供水(自来水）,,,,,,,社投,,,#N/A
株洲市炉旺新能源有限责任公司,存续,91430223MAD4R82U13,湖南省,株洲,攸县,城市供热,,,,,,,社投,,,#N/A
株洲市渌口区三峡水环境综合治理有限责任公司,存续,91430221MA7BPC1W7E,湖南省,株洲,株洲,环境环保,,,,,,,社投,,,#N/A
株洲市绿兴园林建设工程有限公司,存续,91430223MA4RJX723U,湖南省,株洲,攸县,传统施工,,,,,施工,,,,,#N/A
株洲市茂霖园林绿化工程有限公司,存续,91430211MADGM1TG37,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲市铭颉建筑工程有限公司,存续,91430223MACBK4Y13X,湖南省,株洲,攸县,,,,水利,,施工,,,,,#N/A
株洲市木澜园林建筑有限公司,存续,91430211MA4QF0974P,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,#N/A
株洲市木森园林景观工程有限责任公司,存续,91430204MA4QTWM38F,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲市清水建筑工程有限公司,存续,91430204772268787C,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲市瑞洋建筑工程有限公司,存续,91430200060123061J,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲市润亨园林绿化有限公司,存续,91430223MA4R930C40,湖南省,株洲,攸县,传统施工,,,,,施工,,,,,#N/A
株洲市润泰园林工程有限公司,存续,91430211MA4RJ4855R,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲市三峡水环境综合治理有限责任公司,存续,91430203MAC3RJ561Y,湖南省,株洲,芦淞,环境环保,,,,,,,社投,,,#N/A
株洲市三星水下技术工程有限公司,存续,91430203722579544H,湖南省,株洲,芦淞,,,,水利,,施工,,,,,#N/A
株洲市尚益环保工程施工有限公司,存续,91430211MACTWJ01X9,湖南省,株洲,天元,环境环保,,,,,施工,,,,,#N/A
株洲市石峰区彬芳园林建设有限公司,存续,91430204MAC66RBW2G,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲市石峰区第一建筑安装有限公司,存续,91430204184403575N,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲市石峰区振兴建筑工程有限公司,存续,914302047225954564,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲市实力设备安装有限公司,存续,91430204707243823C,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲市世诚新能源有限责任公司,存续,91430223MACTUAY88L,湖南省,长沙,芙蓉,,电力,,,,,,社投,,,#N/A
株洲市双亿建设有限公司,存续,91430223394227944P,湖南省,株洲,攸县,传统施工,,,,,施工,,,,,91430223394227944P
株洲市水利建设投资有限公司,存续,914302007632897541,湖南省,株洲,天元,传统施工,,,,,,,公投,,,#N/A
株洲市水利水电规划勘测设计院,存续,91430200727988814X,湖南省,株洲,天元,,电力,,,,,设计,,,,91430200727988814X
株洲市水务集团渌口区自来水有限公司,存续,91430221184520528T,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,91430221184520528T
株洲市水务投资集团有限公司,存续,91430200MA4LLG597E,湖南省,株洲,芦淞,水务,,,,,,,公投,,,#N/A
株洲市顺新电力工程有限公司,存续,91430204MAC9LYB042,湖南省,株洲,石峰,,电力,,,,施工,,,,,#N/A
株洲市泰华铁路维修有限公司,存续,91430211570263697L,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲市天元区三门湘源自来水有限责任公司,存续,91430211772281703Q,湖南省,株洲,天元,供水(自来水）,,,,,,,社投,,,#N/A
株洲市天元园林环卫有限责任公司,存续,914302007656016410,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲市彤景园林建设有限公司,存续,91430200MA4R9A857P,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲市唯美装饰有限公司,存续,914302117680178384,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲市伟翔园林绿化工程有限公司,存续,91430202MA4PUPGU6R,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,#N/A
株洲市雾柳园林有限公司,存续,91430202MA4RWUBM5X,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,#N/A
株洲市仙源自来水有限责任公司,存续,91430221MA4RE73F61,湖南省,株洲,株洲,供水(自来水）,,,,,,,社投,,,#N/A
株洲市湘江风光带建设开发有限公司,存续,914302006918052887,湖南省,株洲,芦淞,传统施工,,,,,,,社投,,,914302006918052887
株洲市湘江投资集团有限公司,存续,91430200578609349F,湖南省,株洲,天元,传统施工,,,,,,,公投,,,91430200578609349F
株洲市湘能农电服务有限公司,存续,91430200796858183Q,湖南省,株洲,天元,,电力,,,,施工,,,,,91430200796858183Q
株洲市湘宁园林有限公司,存续,91430223MA4RXCEL2D,湖南省,株洲,攸县,传统施工,,,,,施工,,,,,#N/A
株洲市祥和园林绿化有限公司,存续,91430202MA4PQUD46N,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,#N/A
株洲市新凯工程建设监理有限责任公司,存续,914302001842901360,湖南省,株洲,天元,,电力,,,,,,,监理,,#N/A
株洲市新龙建筑有限责任公司,存续,91430200694023177C,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲市新市自来水有限公司,存续,91430211745909489W,湖南省,株洲,天元,供水(自来水）,,,,,,,社投,,,#N/A
株洲市鑫岭矿业有限公司,存续,91430200329504191Y,湖南省,株洲,攸县,,煤炭,,,,,,公投,,,#N/A
株洲市鑫欣电力安装有限公司,存续,91430200587024449W,湖南省,株洲,荷塘,,电力,,,,施工,,,,,#N/A
株洲市严峰电力工程有限公司,存续,91430204MADBCEBG5F,湖南省,株洲,石峰,,电力,,,,施工,,,,,#N/A
株洲市医疗废物集中处置有限公司,存续,91430221763270658C,湖南省,株洲,株洲,环境环保,,,,,,,社投,,,#N/A
株洲市宜锦园林绿化有限公司,存续,91430200MA4L100RX0,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲市亿丰新材料有限责任公司,存续,91430211799143693Q,湖南省,株洲,天元,环境环保,,,,,,,社投,,,#N/A
株洲市亿茂园林绿化有限公司,存续,91430223MA7KF99B1M,湖南省,株洲,攸县,传统施工,,,,,施工,,,,,#N/A
株洲市亿湘建筑有限责任公司,存续,91430211717093152C,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲市镒湘供水有限公司,存续,91430211567683586X,湖南省,株洲,天元,供水(自来水）,,,,,,,社投,,,#N/A
株洲市懿起建设工程有限责任公司,存续,91430202MA4T31DC0M,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,#N/A
株洲市永纳园林建筑有限责任公司,存续,91430211MACPH3B61W,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲市永文园林景观工程有限责任公司,存续,91430203MA4RCGBY6D,湖南省,株洲,芦淞,传统施工,,,,,施工,,,,,#N/A
株洲市永祥建筑有限责任公司,存续,91430203MA4L4HJX24,湖南省,株洲,芦淞,传统施工,,,,,施工,,,,,#N/A
株洲市禹神水利水电工程监理有限责任公司,存续,91430200680341000P,湖南省,株洲,天元,水务,,,,,施工,,,,,#N/A
株洲市昱华装饰有限公司,存续,91430203748357704Y,湖南省,株洲,芦淞,传统施工,,,,,施工,,,,,#N/A
株洲市元润劳务有限公司,存续,91430211MA4R48HN9B,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲市园森园林绿化工程有限责任公司,存续,91430221MA4TF3KB8B,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
株洲市源沐环境工程有限公司,存续,91430204MA7AKH6B2Q,湖南省,株洲,石峰,环境环保,,,,,施工,,,,,#N/A
株洲市云发污水处理有限公司,存续,91430200MA4Q97W180,湖南省,株洲,石峰,供水(自来水）,,,,,,,社投,,,#N/A
株洲市云峰园林工程有限责任公司,存续,91430200765635438D,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲市云洁生态园林有限公司,存续,91430203MADNLAB465,湖南省,株洲,芦淞,传统施工,,,,,施工,,,,,#N/A
株洲市云龙发展集团城市建设有限公司,存续,91430200698557774Y,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,91430200698557774Y
株洲市云龙发展投资控股集团有限公司,存续,91430200687447983M,湖南省,株洲,石峰,传统施工,,,,,,,公投,,,91430200687447983M
株洲市云龙发展投资控股集团置业有限公司,存续,91430200698557563F,湖南省,株洲,石峰,传统施工,,,,,,,公投,,,#N/A
株洲市泽为园林建设工程有限公司,存续,91430202MAC0NTP889,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,#N/A
株洲市长胜固体废物治理有限公司,存续,91430204MA4LGMU1X6,湖南省,株洲,石峰,环境环保,,,,,,,社投,,,#N/A
株洲市蒸汽节能科技有限公司,存续,914302033448269309,湖南省,株洲,石峰,城市供热,,,,,,,社投,,,#N/A
株洲市政园林建设有限公司,存续,91430200587024852Y,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,#N/A
株洲市致诚生态环境工程有限公司,存续,91430223MA4TE22K94,湖南省,株洲,攸县,环境环保,,,,,施工,,,,,#N/A
株洲市智侨园林有限公司,存续,91430223MA7HXPDC43,湖南省,株洲,攸县,传统施工,,,,,施工,,,,,#N/A
株洲市中南建筑工程有限公司,存续,91430221758037309L,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
株洲市珠文忠阳建筑工程有限公司,存续,91430223MADG06YR9P,湖南省,株洲,攸县,,,,水利,,施工,,,,,#N/A
株洲市资源投资集团有限公司,存续,91430200MA4QFULN3P,湖南省,株洲,天元,传统施工,,,,,,,公投,,,91430200MA4QFULN3P
株洲市紫水晶装饰设计工程有限公司,存续,91430211329347210N,湖南省,株洲,天元,传统施工,,,,,,设计,,,,#N/A
株洲市自来水有限责任公司,存续,914302001842801065,湖南省,株洲,芦淞,供水(自来水）,,,,,,,社投,,,#N/A
株洲首创水务有限责任公司,存续,91430200678001883F,湖南省,株洲,天元,水务,,,,,,,社投,,,#N/A
株洲舒适壹佰环境工程有限公司,存续,91430204MADGX2HRXY,湖南省,株洲,石峰,环境环保,,,,,施工,,,,,#N/A
株洲顺达危废处置有限公司,存续,91430221MA4PPXN69C,湖南省,株洲,株洲,环境环保,,,,,,,社投,,,#N/A
株洲顺发气体有限公司,存续,91430221092587573U,湖南省,岳阳,岳阳,城市燃气,,,,,,,社投,,,#N/A
株洲顺荣园林绿化工程有限公司,存续,91430211MA4R5UDB0E,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲顺泰机电工程有限责任公司,存续,91430211320671380F,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲顺泰机电设备安装工程有限公司,存续,91430211MAE3FTXA8C,湖南省,株洲,天元,环境环保,,,,,施工,,,,,#N/A
株洲淞江园林绿化工程有限公司,存续,91430211MA7AFQJ45N,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲苏尚装饰设计有限公司,存续,914302115932617822,湖南省,株洲,天元,传统施工,,,,,,设计,,,,#N/A
株洲太昌电子信息技术股份有限公司,存续,91430200745925788F,湖南省,株洲,天元,,,,,工业服务,,,社投,,,#N/A
株洲汤源坳供水有限公司,存续,91430221MA4RG67FX7,湖南省,株洲,株洲,供水(自来水）,,,,,,,社投,,,#N/A
株洲桃水洁净煤有限责任公司,存续,914302237225780072,湖南省,株洲,攸县,,煤炭,,,,,,公投,,,#N/A
株洲特来充新能源有限公司,存续,91430223MADCNHGF8A,湖南省,永州,双牌,,电力,,,,,,社投,,,#N/A
株洲腾达资源循环科技有限公司,存续,91430203565908104P,湖南省,株洲,芦淞,环境环保,,,,,,,社投,,,#N/A
株洲天桥起重机股份有限公司,存续,91430200712137961U,湖南省,株洲,石峰,,矿冶,,,工业服务,,,公投,,装备EPC,#N/A
株洲天泉建设工程有限公司,存续,914302000771578586,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲亭轩园林绿化有限公司,存续,91430221MADA3QF538,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
株洲通发工程建设有限公司,存续,91431200MA4T73T95Q,湖南省,株洲,芦淞,传统施工,,,,,施工,,,,,91431200MA4T73T95Q
株洲王十万水务有限公司,存续,9143022139521693XE,湖南省,株洲,株洲,水务,,,,,,,社投,,,#N/A
株洲旺民建设有限责任公司,存续,91430221MA4L7LJK3U,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
株洲唯能工程有限公司,存续,91430200320667955K,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲伟豪建材有限责任公司,存续,91430203MA4LWQY568,湖南省,株洲,芦淞,传统施工,,,,,施工,,,,,#N/A
株洲伟业建设集团建筑工程有限公司,存续,91430200184281467N,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,91430200184281467N
株洲未名园林工程有限责任公司,存续,91430211MADGYFX284,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲文辉园林绿化工程有限公司,存续,91430211MA4QG76W4N,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲西点装饰工程有限公司,存续,91430200668593141C,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲喜平园林绿化有限公司,存续,91430200MAC40XD05P,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲喜山贸易有限公司,存续,91430221MA4LD41M12,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
株洲县安康能源发展有限公司,存续,91430221MA4LAMYQ70,湖南省,怀化,麻阳,城市燃气,,,,,,,社投,,,#N/A
株洲县雷打石镇自来水公司,存续,9143022118452924XX,湖南省,株洲,株洲,供水(自来水）,,,,,,,社投,,,#N/A
株洲县渌口博世科水务有限公司,存续,91430221MA4QBY5610,湖南省,株洲,株洲,水务,,,,,,,社投,,,#N/A
株洲县瑞朗生物资源利用有限公司,存续,91430221MA4M1E9L7Y,湖南省,株洲,株洲,环境环保,,,,,,,社投,,,#N/A
株洲县市政工程公司,存续,91430221184522785H,湖南省,株洲,株洲,传统施工,,,,,施工,,,,,#N/A
株洲县太湖乡自来水有限责任公司,存续,914302213383732853,湖南省,株洲,株洲,供水(自来水）,,,,,,,社投,,,#N/A
株洲县堂市自来水有限公司,存续,91430221MA4L10UW13,湖南省,株洲,株洲,供水(自来水）,,,,,,,社投,,,#N/A
株洲县中源自来水有限责任公司,存续,914302213293559584,湖南省,株洲,株洲,供水(自来水）,,,,,,,社投,,,#N/A
株洲香荷园林建设工程有限公司,存续,91430202MA4TH8YNX9,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,#N/A
株洲湘东建设有限责任公司,存续,91430223796860507U,湖南省,株洲,攸县,传统施工,,,,,施工,,,,,#N/A
株洲湘富森园林有限公司,存续,91430204MADKK6071C,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲湘鸿建筑工程有限公司,存续,91430211MA4L9UA91G,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲湘畔园林景观有限公司,存续,91430211MACPABTM02,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲湘融新能源科技有限公司,存续,91430202MAD2Q9E32E,湖南省,郴州,嘉禾,,电力,,,,,,社投,,,#N/A
株洲湘水机电有限责任公司,存续,9143020332067571X3,湖南省,株洲,天元,,电力,,,,施工,,,,,#N/A
株洲湘水湾园林有限责任公司,存续,91430211MABYNAU95C,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲湘振能源有限公司,存续,91430221MADGKF5D32,湖南省,长沙,望城,,电力,,,,,,社投,,,#N/A
株洲湘洲源安装工程有限公司,存续,91430200MA4PB9JH1D,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲祥恒园林建筑工程有限公司,存续,91430211MA4T8PPK5U,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲霄湘电力建设有限公司,存续,91430223765601860L,湖南省,株洲,攸县,,电力,,,,施工,,,,,#N/A
株洲欣达园林绿化有限公司,存续,91430211MA4T32TR8X,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲新奥渌口燃气有限公司,存续,91430221591025874Q,湖南省,湘潭,湘潭,城市燃气,,,,,,,社投,,,#N/A
株洲新奥燃气发展有限公司,存续,914302007923709142,湖南省,株洲,天元,城市供热,,,,,,,社投,,,#N/A
株洲新风新能源开发有限责任公司,存续,91430211395717718L,湖南省,株洲,天元,城市供热,,,,,,,社投,,,#N/A
株洲新芦淞产业发展集团有限公司,存续,91430200587032211Y,湖南省,株洲,芦淞,传统施工,,,,,,,社投,,,91430200587032211Y
株洲新盟建筑工程有限公司,存续,91430211MA4QE9L615,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲新时代能源有限公司,存续,91430211MA4Q9NYD2F,湖南省,益阳,桃江,,电力,,,,,,社投,,,#N/A
株洲新粤浙广通燃气有限公司,存续,91430221MA4R470858,湖南省,娄底,冷水江,城市燃气,,,,,,,社投,,,#N/A
株洲新洲建筑安装有限责任公司,存续,91430224099860069D,湖南省,株洲,茶陵,传统施工,,,,,施工,,,,,#N/A
株洲鑫福源建筑装饰有限责任公司,存续,91430211MA4L89WN3G,湖南省,株洲,天元,传统施工,,,,,施工,,,,,#N/A
株洲鑫浩渊建筑工程有限公司,存续,91430200MA4L38KN7X,湖南省,株洲,石峰,,,隧道,,,施工,,,,,#N/A
株洲鑫庾自来水有限公司,存续,91430202MA4RUR5Q09,湖南省,株洲,荷塘,供水(自来水）,,,,,,,社投,,,#N/A
株洲鑫芝园林绿化有限公司,存续,91430200MA4RQQ4J28,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲兴隆建筑工程有限公司,存续,91430200734744498A,湖南省,株洲,石峰,传统施工,,,,,施工,,,,,#N/A
株洲兴新电力有限责任公司,存续,91430211MA4QM6B04M,湖南省,长沙,天心,,电力,,,,,,社投,,,#N/A
